"","memberId","loanId","date","purpose","isJointApplication","loanAmount","term","interestRate","monthlyPayment","grade","loanStatus","residentialState","yearsEmployment","homeOwnership","annualIncome","incomeVerified","dtiRatio","lengthCreditHistory","numTotalCreditLines","numOpenCreditLines","numOpenCreditLines1Year","revolvingBalance","revolvingUtilizationRate","numDerogatoryRec","numDelinquency2Years","numChargeoff1year","numInquiries6Mon","isBad","hashCode"
"6189",69579,41476,"2016-06-21","debtconsolidation","0",27992,"60 months",15.6499996185303,676,"C2","Current","FL","1 year","own",55437,"0",17.1700000762939,1,21,14,9,20988,100,0,0,0,0,"0",-1223025510
"6190",76126,98969,"2015-11-25","debtconsolidation","0",28888,"48 months",10.4200000762939,739,"D2","Current","WA","< 1 year","rent",53192,"1",26.9200000762939,4,15,14,6,12191,76.7699966430664,0,0,0,1,"0",-1769779620
"6191",77189,54258,"2015-10-29","debtconsolidation","0",20211,"48 months",15.6000003814697,569,"B3","Current","ID","1 year","mortgage",57449,"1",15.8999996185303,30,10,10,8,11878,42.6500015258789,0,1,1,0,"0",387886157
"6192",77433,88293,"2015-08-09","healthcare","0",18468,"48 months",9.90999984741211,468,"A2","Current","IA","2-5 years","mortgage",47985,"1",16.7199993133545,33,19,11,11,11975,54.0900001525879,0,0,0,0,"0",-1509827370
"6193",78855,93132,"2015-05-29","debtconsolidation","0",18426,"36 months",10.3100004196167,597,"D2","Current","DC","1 year","mortgage",52181,"1",22.5300006866455,35,17,14,12,12603,67.0299987792969,0,0,0,3,"0",466292616
"6194",78998,44807,"2014-06-15","debtconsolidation","0",27336,"36 months",7.03000020980835,844,"A2","Current","RI","1 year","own",53946,"1",20.4200000762939,2,10,5,2,13417,68.1999969482422,0,0,0,3,"0",-1877548123
"6195",79478,88265,"2016-04-10","homeimprovement","0",22068,"60 months",11.5600004196167,486,"C1","Current","OH","1 year","mortgage",59304,"1",20.7099990844727,6,17,13,9,18390,47.060001373291,0,7,4,0,"0",-614511745
"6196",81212,15518,"2015-12-02","debtconsolidation","0",15619,"48 months",7.67999982833862,379,"A3","Current","OH","1 year","rent",57520,"0",22.9200000762939,1,8,4,3,11315,68.8600006103516,10,1,1,3,"0",-490246970
"6197",81469,41777,"2015-11-11","business","0",23541,"36 months",9.21000003814697,751,"D2","Current","KS","10+ years","mortgage",52360,"1",13.9700002670288,9,19,13,6,11371,47.060001373291,0,0,0,1,"0",1484289212
"6198",81531,39571,"2014-12-16","debtconsolidation","0",22589,"36 months",8.21000003814697,710,"B3","Current","WA","6-9 years","own",54284,"1",13.6400003433228,9,16,15,10,14460,70.4899978637695,0,0,0,1,"0",1026188764
"6199",82635,85261,"2015-08-04","debtconsolidation","0",27794,"48 months",10.3999996185303,710,"C2","Current","ND","1 year","own",51608,"1",10.1599998474121,2,19,10,9,15403,58.7099990844727,0,0,0,2,"0",295529167
"6200",85754,65012,"2015-02-15","debtconsolidation","0",20194,"48 months",11.8999996185303,531,"A3","Current","KY","6-9 years","own",55264,"1",21.5699996948242,1,12,12,9,13685,44.2999992370605,0,0,0,0,"0",-911286500
"6201",85982,35225,"2014-08-19","homeimprovement","0",34902,"48 months",9.27000045776367,873,"B3","Current","CA","2-5 years","rent",61345,"1",22.8600006103516,10,7,4,3,16802,55.1399993896484,0,0,0,1,"0",847439514
"6202",88153,43701,"2015-12-21","homeimprovement","0",16518,"60 months",5.67000007629395,317,"B3","Current","NH","6-9 years","own",55020,"1",18.2199993133545,3,13,10,4,15599,61.2599983215332,0,0,0,1,"0",203365454
"6203",89685,99497,"2014-10-19","education","0",14432,"48 months",8.64000034332275,357,"A3","Current","OR","6-9 years","own",57440,"1",19.1700000762939,2,13,11,9,16838,69.3000030517578,0,0,0,0,"0",-694925719
"6204",90016,75433,"2015-06-28","debtconsolidation","0",29203,"48 months",7.44000005722046,705,"E1","Current","MA","< 1 year","rent",59004,"0",15.1599998474121,2,13,12,5,14551,53.3899993896484,1,0,0,0,"0",1464577810
"6205",91416,43234,"2014-09-18","debtconsolidation","0",22060,"60 months",12.8199996948242,500,"B2","Current","WA","6-9 years","mortgage",48015,"1",8.92000007629395,28,8,4,3,16678,66.4100036621094,0,0,0,1,"0",-777938120
"6206",94192,57639,"2015-10-31","business","0",17313,"60 months",16.8400001525879,429,"A1","Current","GA","10+ years","mortgage",55458,"1",14.3999996185303,2,16,10,8,17452,64.5100021362305,0,0,0,1,"0",145843335
"6207",96668,88290,"2015-11-10","debtconsolidation","0",20145,"48 months",8.56999969482422,497,"B3","Current","ME","2-5 years","own",52259,"1",10.3900003433228,9,15,8,4,17274,89.0699996948242,0,0,0,0,"0",1669808262
"6208",96750,10921,"2015-02-24","debtconsolidation","0",18433,"36 months",9.47999954223633,590,"C2","Current","AR","2-5 years","rent",54123,"0",16.2900009155273,28,23,18,16,14177,76.2399978637695,0,1,1,4,"0",-901781437
"6209",97683,87603,"2014-08-06","debtconsolidation","0",19468,"48 months",4.80000019073486,447,"D3","Current","OK","2-5 years","rent",54924,"0",16.3500003814697,3,13,8,5,14382,41.0200004577637,0,7,6,0,"0",358894614
"6210",98631,43144,"2015-07-03","debtconsolidation","0",18408,"36 months",7.30000019073486,571,"C2","Current","CA","6-9 years","own",52655,"1",19.1000003814697,25,17,12,4,10305,75.4199981689453,0,0,0,0,"0",1270996271
"6211",103745,40392,"2016-02-08","homeimprovement","0",24664,"60 months",15.8500003814697,598,"A1","Current","DC","< 1 year","rent",55573,"0",16.7399997711182,6,10,5,2,18468,49.8300018310547,0,0,0,1,"0",-650397098
"6212",104729,67375,"2015-02-13","debtconsolidation","0",25946,"36 months",5.36999988555908,782,"D1","Current","AL","10+ years","rent",51296,"0",19.3400001525879,10,13,7,4,14712,69.620002746582,0,7,6,0,"0",-1183941566
"6213",109115,83432,"2016-04-20","debtconsolidation","1",25423,"36 months",6.36999988555908,778,"B3","Current","CA","2-5 years","mortgage",51257,"1",15.4300003051758,5,23,22,8,14480,71.3399963378906,0,0,0,0,"0",917034280
"6214",23706,15554,"2014-09-03","debtconsolidation","0",21552,"48 months",7.90000009536743,525,"D2","Current","WI","< 1 year","own",53765,"1",16.3700008392334,7,13,13,10,18200,56.9799995422363,0,0,0,3,"0",1679647078
"6215",29058,63197,"2014-12-26","debtconsolidation","0",19922,"60 months",13.3000001907349,456,"E1","Default","TN","< 1 year","mortgage",54201,"1",30.9200000762939,5,17,14,11,11598,61.189998626709,0,0,0,3,"1",-1168868070
"6216",29595,47560,"2015-09-08","debtconsolidation","0",23614,"60 months",18.3899993896484,605,"A2","Default","IA","6-9 years","own",60973,"1",17.8400001525879,22,11,7,4,14041,65.9499969482422,4,2,2,0,"1",757505026
"6217",33855,75716,"2016-03-08","debtconsolidation","0",12376,"36 months",14.960000038147,429,"B2","Current","WA","10+ years","own",56802,"1",15.8500003814697,30,10,8,8,14767,61.5699996948242,0,0,0,0,"0",1330506617
"6218",35450,28677,"2015-04-27","debtconsolidation","0",15920,"60 months",14.1099996566772,371,"B3","Current","FL","6-9 years","rent",50246,"1",25.1499996185303,3,17,16,6,14471,83.1399993896484,1,0,0,0,"0",1001474506
"6219",35800,63291,"2015-05-03","debtconsolidation","0",26556,"48 months",9.26000022888184,664,"A2","Current","IA","1 year","own",53218,"1",18,6,20,14,10,10394,78.4100036621094,0,1,1,0,"0",-589081556
"6220",36706,43550,"2015-05-11","debtconsolidation","0",16556,"36 months",7.71999979019165,517,"C2","Current","NV","< 1 year","mortgage",55970,"1",23.0799999237061,1,9,6,5,13863,55.1699981689453,8,3,2,1,"0",-1574959113
"6221",37668,49061,"2015-02-22","debtconsolidation","0",13882,"48 months",6.03999996185303,326,"B2","Current","CT","6-9 years","rent",55708,"1",17.2399997711182,27,13,8,7,14932,58.7900009155273,0,0,0,0,"0",-162069678
"6222",38562,62293,"2015-03-16","other","0",15890,"60 months",9.35999965667725,333,"C1","Current","KY","6-9 years","mortgage",51198,"1",23.6499996185303,4,11,8,4,15669,80.5800018310547,0,1,1,2,"0",512000527
"6223",39161,90123,"2015-06-14","debtconsolidation","0",21061,"48 months",10.9399995803833,544,"C2","Current","MN","10+ years","mortgage",57746,"1",21.9599990844727,3,11,7,2,18211,78.9700012207031,0,1,1,7,"0",1261945565
"6224",39513,28623,"2015-05-19","debtconsolidation","0",20354,"60 months",9.52000045776367,428,"E2","Current","FL","10+ years","own",56522,"1",20.2999992370605,7,14,13,10,14230,59.3400001525879,0,0,0,2,"0",1111110211
"6225",39582,42660,"2015-12-16","debtconsolidation","0",20054,"36 months",13.6499996185303,682,"B1","Current","KS","6-9 years","mortgage",55663,"0",13.3500003814697,4,14,13,11,13825,65.9700012207031,0,0,0,0,"0",-1966202918
"6226",41175,29903,"2016-06-27","debtconsolidation","0",21613,"48 months",17.3400001525879,627,"C3","Default","CA","6-9 years","own",52956,"1",25.6599998474121,26,20,20,17,11186,55.4500007629395,10,0,0,15,"1",-954559326
"6227",41265,18487,"2015-04-13","debtconsolidation","0",23384,"48 months",11.75,613,"A3","Current","ME","2-5 years","rent",53096,"1",18.2700004577637,10,8,6,3,12004,56.6199989318848,0,0,0,0,"0",1553487421
"6228",49869,28188,"2015-11-06","debtconsolidation","0",14645,"60 months",9.69999980926514,309,"E3","Current","PA","2-5 years","own",54929,"1",15.0600004196167,22,13,13,10,17922,69.0699996948242,0,6,4,1,"0",-334301953
"6229",51142,76340,"2015-06-27","debtconsolidation","0",27812,"60 months",13.289999961853,637,"C3","Default","CA","6-9 years","mortgage",57475,"1",19.4899997711182,6,15,14,14,9384,85.7799987792969,0,0,0,1,"1",-770415748
"6230",51388,42199,"2015-06-02","debtconsolidation","0",18406,"60 months",11.4700002670288,405,"C1","Current","ME","6-9 years","mortgage",57519,"1",13.8699998855591,6,8,4,2,13605,76.9000015258789,0,0,0,1,"0",-1510682743
"6231",53576,87799,"2015-09-08","other","0",20617,"36 months",6.8600001335144,635,"A1","Current","LA","1 year","own",58238,"0",11.6599998474121,5,16,10,4,18746,57.9500007629395,0,0,0,1,"0",1736025356
"6232",59345,37059,"2015-10-06","debtconsolidation","0",13045,"36 months",13.4499998092651,442,"E1","Current","AR","10+ years","mortgage",59354,"1",26.9200000762939,4,16,11,8,20221,61.4599990844727,9,0,0,0,"0",-619400743
"6233",60562,65056,"2015-02-22","debtconsolidation","0",8739,"48 months",11.0500001907349,226,"B2","Current","NY","10+ years","mortgage",60906,"1",18.7299995422363,34,11,9,4,11456,64.8099975585938,1,0,0,0,"0",-1518207392
"6234",60917,45757,"2014-10-10","debtconsolidation","0",10748,"48 months",5.34000015258789,249,"C1","Current","MI","6-9 years","own",55333,"1",15.0900001525879,23,19,16,8,13727,66.8199996948242,0,0,0,14,"0",165934264
"6235",63145,25683,"2015-11-10","debtconsolidation","0",19746,"36 months",13.789999961853,673,"C1","Current","UT","< 1 year","rent",51301,"0",17.5599994659424,2,19,12,11,9834,51.3600006103516,0,0,0,1,"0",-1060055500
"6236",65522,79709,"2015-04-27","debtconsolidation","0",19346,"60 months",6.76000022888184,381,"B3","Current","MI","6-9 years","own",55552,"0",18.4400005340576,4,8,7,6,8236,36.1500015258789,0,0,0,1,"0",-1869159823
"6237",66277,60854,"2016-03-02","business","0",19399,"36 months",12.0200004577637,645,"C2","Current","RI","6-9 years","own",56525,"0",16.75,5,12,11,4,10324,74.7799987792969,0,0,0,0,"0",1315761448
"6238",67225,16200,"2016-05-17","debtconsolidation","1",14962,"48 months",8.5,369,"A3","Current","MN","6-9 years","rent",52919,"0",18.1000003814697,5,18,16,13,12935,49.1599998474121,0,0,0,0,"0",871060893
"6239",69204,18250,"2016-04-13","homeimprovement","0",20261,"60 months",5.46999979019165,387,"E2","Current","CA","1 year","rent",55673,"0",24.9200000762939,4,14,12,6,15804,74.3199996948242,0,0,0,1,"0",-887149471
"6240",71709,18973,"2015-06-07","debtconsolidation","0",23866,"60 months",11.6199998855591,526,"D2","Current","UT","10+ years","mortgage",53209,"0",17.0300006866455,38,14,7,6,11544,70.75,0,0,0,2,"0",-472570349
"6241",74452,21953,"2016-02-26","debtconsolidation","0",21779,"36 months",12.1899995803833,725,"E1","Default","FL","< 1 year","mortgage",53069,"1",22.7000007629395,2,18,14,11,15524,68.4800033569336,0,0,0,0,"1",295742268
"6242",75250,67833,"2015-10-06","debtconsolidation","0",15396,"48 months",15.3999996185303,432,"D2","Current","AZ","< 1 year","mortgage",55734,"1",16.2700004577637,5,13,8,7,16950,71.4700012207031,0,0,0,0,"0",-587163782
"6243",75620,70686,"2015-07-31","debtconsolidation","0",23159,"60 months",5.98999977111816,448,"B1","Current","CA","< 1 year","mortgage",55024,"0",17.6499996185303,35,15,8,5,15183,84.9300003051758,0,10,6,1,"0",-1857024890
"6244",76169,75214,"2014-12-21","debtconsolidation","0",24915,"36 months",12.289999961853,831,"D3","Current","CA","6-9 years","own",60330,"1",25.8999996185303,9,14,14,13,17438,78.7300033569336,1,0,0,0,"0",-1198252886
"6245",80424,44314,"2015-05-21","debtconsolidation","0",20149,"48 months",7.53000020980835,487,"C1","Current","WY","1 year","own",56327,"1",13.3299999237061,2,15,8,4,10256,66.7900009155273,0,0,0,0,"0",-458973809
"6246",82164,14767,"2014-07-21","debtconsolidation","0",27527,"60 months",10.5799999237061,593,"E1","Current","FL","6-9 years","mortgage",54955,"1",20.0300006866455,1,12,10,6,14956,78.120002746582,0,0,0,19,"0",708230847
"6247",82733,69956,"2015-02-16","debtconsolidation","0",24169,"48 months",7.44000005722046,584,"E2","Default","IN","2-5 years","mortgage",48157,"1",23.9200000762939,9,13,9,8,15808,60.2999992370605,0,0,0,1,"1",-1539805796
"6248",83427,31770,"2016-04-18","debtconsolidation","0",16623,"36 months",10.4300003051758,540,"D1","Current","MA","6-9 years","rent",55895,"1",17.6499996185303,7,13,9,6,16155,38.6699981689453,0,5,5,0,"0",1985636454
"6249",85363,22437,"2016-05-10","debtconsolidation","0",19712,"48 months",13.8900003433228,538,"A2","Current","IN","< 1 year","mortgage",53807,"0",15.8500003814697,9,22,17,8,13710,58.2000007629395,0,0,0,0,"0",439189510
"6250",86074,49439,"2015-02-21","debtconsolidation","0",21314,"60 months",7.53999996185303,427,"B1","Current","CA","10+ years","rent",54676,"1",10.9399995803833,27,17,17,13,14704,82.0699996948242,1,9,8,0,"0",292139302
"6251",90107,22852,"2016-02-11","debtconsolidation","0",21242,"36 months",14.6099996566772,732,"B3","Current","KY","6-9 years","own",53800,"0",4.73000001907349,9,13,9,8,16940,21.9699993133545,0,0,0,3,"0",269441342
"6252",90493,62716,"2015-03-07","debtconsolidation","0",16798,"60 months",18.4599990844727,431,"A1","Current","OR","6-9 years","own",56214,"1",7.34999990463257,3,23,12,6,13906,75.6100006103516,0,15,14,0,"0",2028463726
"6253",91690,26559,"2015-07-24","debtconsolidation","0",18205,"60 months",18.25,465,"A1","Current","MD","1 year","mortgage",53855,"0",14.8299999237061,2,21,13,12,17652,53.1100006103516,1,0,0,0,"0",-2010727842
"6254",93037,30064,"2014-07-24","debtconsolidation","0",9614,"48 months",17.3600006103516,279,"B1","Current","CT","10+ years","rent",59130,"1",20.2900009155273,1,18,18,13,20872,54.2599983215332,0,1,1,0,"0",452732735
"6255",100220,51968,"2015-04-30","healthcare","0",14633,"60 months",5.69000005722046,281,"E3","Default","DC","10+ years","rent",53809,"0",22.5400009155273,29,8,6,5,14210,34.0900001525879,0,0,0,0,"1",-29055378
"6256",101761,33590,"2014-06-12","debtconsolidation","0",24603,"36 months",11.0600004196167,806,"D1","Current","LA","10+ years","own",56832,"0",17.0400009155273,6,9,8,8,12665,63.2099990844727,0,0,0,0,"0",-1187658194
"6257",101971,64025,"2014-07-27","debtconsolidation","0",24412,"36 months",17.1599998474121,872,"A1","Current","NY","6-9 years","mortgage",53551,"0",29.8899993896484,2,18,11,5,16688,47.2999992370605,0,0,0,1,"0",1125527810
"6258",104653,95673,"2015-08-13","debtconsolidation","0",20599,"48 months",7.07999992370605,494,"E2","Current","DC","1 year","rent",58305,"0",15.710000038147,2,13,7,6,13504,85.8899993896484,0,0,0,0,"0",-999246338
"6259",104672,34387,"2014-09-14","debtconsolidation","0",17336,"60 months",13.0699996948242,395,"A2","Current","AL","2-5 years","mortgage",57485,"0",20.5400009155273,2,20,15,15,13462,77.3000030517578,0,0,0,0,"0",422828777
"6260",105438,12785,"2016-05-04","debtconsolidation","0",23382,"36 months",20.2099990844727,871,"B1","Current","TX","10+ years","mortgage",54606,"0",16.3400001525879,13,19,11,6,16073,72.7600021362305,0,10,5,0,"0",1363540250
"6261",106582,78757,"2016-01-04","debtconsolidation","1",17528,"48 months",7.42999982833862,423,"A1","Current","NH","2-5 years","mortgage",54619,"1",11.25,40,22,16,6,15911,66.0800018310547,0,0,0,1,"0",-529375021
"6262",23330,24685,"2015-12-19","debtconsolidation","0",21824,"60 months",9.03999996185303,453,"A2","Current","NV","< 1 year","rent",53161,"0",14.039999961853,5,16,9,5,13680,88.7399978637695,1,0,0,1,"0",969506252
"6263",23458,76638,"2016-04-12","business","0",21911,"60 months",8.03999996185303,445,"A1","Current","OR","6-9 years","mortgage",53884,"1",15.1400003433228,3,19,10,6,16399,69.4100036621094,0,0,0,0,"0",-1999044712
"6264",25647,51328,"2015-11-14","debtconsolidation","1",26491,"36 months",14.2700004577637,909,"E2","Current","MN","10+ years","mortgage",51633,"1",11.539999961853,39,17,10,5,13689,41.5400009155273,0,0,0,0,"0",-1805641732
"6265",26733,72173,"2016-03-25","debtconsolidation","0",27267,"48 months",7.90999984741211,665,"A2","Current","CA","6-9 years","rent",54247,"1",14.2299995422363,2,13,9,9,14925,75.6999969482422,6,0,0,0,"0",-10473165
"6266",27735,15202,"2014-06-16","debtconsolidation","0",16639,"48 months",6.26999998092651,393,"B1","Current","WA","1 year","rent",57527,"1",14.8299999237061,6,18,10,9,19475,57.0699996948242,0,1,1,0,"0",-2026146458
"6267",28585,14619,"2014-07-14","debtconsolidation","0",26255,"60 months",11.9799995422363,584,"A3","Current","WA","10+ years","own",57851,"1",9.60999965667725,4,14,10,8,16045,65.5,0,0,0,1,"0",-64772133
"6268",31673,81877,"2014-07-16","debtconsolidation","0",13874,"36 months",6.13000011444092,423,"C1","Current","VA","2-5 years","own",53265,"0",10.6899995803833,29,15,8,3,22641,97.1600036621094,0,16,9,0,"0",-967684465
"6269",32271,18236,"2015-03-24","homeimprovement","0",20664,"36 months",13.0500001907349,590,"A1","Current","IN","10+ years","rent",55698,"1",10.0900001525879,9,8,6,6,15800,43.4900016784668,0,17,15,1,"0",1140792606
"6270",34512,76331,"2015-01-25","debtconsolidation","0",19894,"48 months",6.3600001335144,471,"B2","Current","WV","< 1 year","mortgage",51812,"0",12.6700000762939,7,13,8,3,16194,70.2699966430664,0,0,0,0,"0",1634748485
"6271",36065,13874,"2014-11-18","debtconsolidation","0",25308,"60 months",8.52999973297119,520,"D3","Current","MD","2-5 years","own",55374,"0",15.039999961853,2,18,16,10,14504,61.5699996948242,0,0,0,0,"0",-1158350901
"6272",36139,72159,"2014-10-02","debtconsolidation","0",19667,"36 months",9.14999961853027,627,"B2","Current","MO","10+ years","own",53921,"0",17.5300006866455,4,15,13,10,18434,61.2700004577637,5,0,0,0,"0",-1184675861
"6273",37800,82668,"2014-10-26","debtconsolidation","0",28951,"36 months",5.6100001335144,876,"C1","Current","UT","10+ years","mortgage",59944,"1",15.2799997329712,39,20,19,7,17633,89.7799987792969,0,0,0,1,"0",960401478
"6274",39422,22940,"2015-03-22","debtconsolidation","0",36006,"48 months",8.53999996185303,888,"A2","Current","NY","< 1 year","own",56613,"0",19.8500003814697,1,11,10,4,17123,60.8600006103516,0,0,0,0,"0",-1193289972
"6275",42962,43512,"2015-04-03","debtconsolidation","0",17158,"48 months",9.51000022888184,431,"D1","Current","WY","2-5 years","rent",57834,"1",26.3799991607666,10,19,17,16,14462,60.8199996948242,0,0,0,0,"0",766176226
"6276",44506,62679,"2015-07-17","debtconsolidation","0",22205,"60 months",13.1499996185303,507,"B2","Default","WA","< 1 year","mortgage",48371,"1",8.28999996185303,31,23,12,8,13379,59.4300003051758,10,0,0,15,"1",1017618061
"6277",51305,31903,"2016-05-21","debtconsolidation","0",20129,"60 months",17.3999996185303,505,"D1","Default","KS","< 1 year","rent",53525,"1",14.6199998855591,1,20,16,14,15094,66.5899963378906,3,0,0,2,"1",-1462326625
"6278",52403,83003,"2015-03-04","homeimprovement","0",21942,"48 months",7.32000017166138,529,"D1","Current","MD","1 year","rent",57281,"0",16.8700008392334,30,17,9,4,15784,65.3899993896484,0,5,5,3,"0",386300244
"6279",53422,64505,"2016-05-27","debtconsolidation","0",17443,"60 months",21.9899997711182,482,"E2","Default","OH","1 year","mortgage",50326,"1",19.1200008392334,4,16,14,8,13750,68.8199996948242,7,0,0,0,"1",153391415
"6280",53586,75042,"2015-03-21","debtconsolidation","0",26454,"36 months",16.9500007629395,942,"B3","Default","TX","< 1 year","mortgage",46270,"0",19.6900005340576,2,17,17,17,18647,50.060001373291,0,0,0,1,"1",-362971297
"6281",53992,77792,"2016-01-05","debtconsolidation","0",14009,"36 months",9.18000030517578,447,"D3","Current","WA","< 1 year","rent",58975,"1",15.3500003814697,2,12,11,9,13756,55.5400009155273,0,0,0,0,"0",1696674753
"6282",54008,19020,"2015-03-26","debtconsolidation","0",13468,"48 months",7.1399998664856,323,"E1","Current","WA","< 1 year","mortgage",53977,"0",9.13000011444092,13,17,13,12,14993,54.7299995422363,0,10,6,0,"0",1250094348
"6283",54513,18885,"2014-09-09","debtconsolidation","0",17067,"36 months",7.34999990463257,530,"D2","Current","ID","6-9 years","rent",52376,"1",15.460000038147,9,11,6,3,17763,65.120002746582,5,1,1,0,"0",650972753
"6284",55483,24374,"2016-01-21","debtconsolidation","0",12664,"48 months",6.36999988555908,300,"D1","Current","PA","< 1 year","own",53851,"1",16.9699993133545,10,13,12,11,14228,77.6500015258789,0,0,0,0,"0",2133148289
"6285",58186,42989,"2015-09-06","debtconsolidation","0",19484,"60 months",6.19000005722046,378,"D1","Current","NY","10+ years","rent",60577,"1",15.8299999237061,7,12,10,9,13588,75.8600006103516,0,0,0,18,"0",1898803
"6286",59116,99879,"2015-10-02","debtconsolidation","0",26778,"60 months",9.03999996185303,556,"E2","Current","NC","10+ years","mortgage",55617,"1",25.1299991607666,6,18,17,16,16497,72.2399978637695,0,2,1,11,"0",-2069467188
"6287",59467,96934,"2016-02-12","homeimprovement","0",9808,"48 months",15.460000038147,275,"A2","Current","IN","2-5 years","mortgage",57816,"1",14.210000038147,39,15,15,6,16578,47.2799987792969,0,0,0,0,"0",-2071762177
"6288",61558,17539,"2015-03-10","debtconsolidation","0",23784,"60 months",6.11999988555908,461,"A2","Current","CA","2-5 years","own",56198,"1",16.1000003814697,27,17,9,9,17094,47.0999984741211,1,0,0,0,"0",1681274357
"6289",61671,12335,"2015-06-29","debtconsolidation","0",16191,"36 months",13.5600004196167,550,"C2","Current","AR","1 year","mortgage",57571,"0",13.0299997329712,3,15,10,7,18095,55.2700004577637,0,0,0,0,"0",781266660
"6290",64107,94435,"2015-04-02","debtconsolidation","0",20362,"60 months",8.81999969482422,421,"D2","Current","WA","10+ years","mortgage",55992,"1",16.1900005340576,26,24,14,6,16343,62.1300010681152,0,2,1,0,"0",-860515270
"6291",68036,84192,"2015-06-23","debtconsolidation","0",26040,"36 months",9.05000019073486,829,"E1","Current","MA","< 1 year","own",53881,"1",12.6000003814697,38,11,9,9,19097,60.8499984741211,0,20,13,0,"0",1068764614
"6292",71557,39931,"2015-11-04","debtconsolidation","0",20664,"48 months",9.44999980926514,647,"B1","Current","TX","10+ years","rent",56670,"1",16.3999996185303,3,13,10,4,14139,33.2000007629395,0,0,0,0,"0",-1724504669
"6293",72313,37757,"2014-09-07","debtconsolidation","0",24207,"36 months",15.1499996185303,841,"A2","Current","ME","< 1 year","own",59434,"0",20.6900005340576,21,9,9,4,16392,69.379997253418,0,0,0,0,"0",396024702
"6294",74133,85488,"2014-06-15","debtconsolidation","1",19585,"36 months",10.6499996185303,638,"B2","Current","IN","< 1 year","own",52721,"1",13.0500001907349,17,16,11,8,14829,36.25,0,7,6,0,"0",1486460841
"6295",80371,21747,"2016-03-16","debtconsolidation","0",16834,"60 months",8.8100004196167,348,"A1","Current","WA","2-5 years","mortgage",55312,"0",10.3299999237061,3,17,9,6,14569,75.879997253418,0,0,0,0,"0",-597539129
"6296",83588,18805,"2016-03-24","homeimprovement","0",20849,"48 months",10.3299999237061,532,"D3","Current","WA","6-9 years","rent",54994,"1",10.5,5,19,15,10,14309,75.1999969482422,12,0,0,16,"0",-1203815234
"6297",87938,68404,"2014-10-15","debtconsolidation","0",17618,"36 months",13.5100002288818,598,"B3","Current","MI","< 1 year","mortgage",51889,"0",15.6899995803833,4,25,19,19,16813,74.8399963378906,0,0,0,0,"0",-1302330726
"6298",88038,80201,"2016-02-18","debtconsolidation","0",20747,"60 months",12.7399997711182,469,"E3","Current","FL","10+ years","own",55306,"1",16.8099994659424,15,16,12,11,13297,72.0500030517578,3,11,10,0,"0",-1113329183
"6299",91537,50694,"2014-07-06","debtconsolidation","0",28585,"60 months",11.6800003051758,631,"D3","Default","MI","< 1 year","own",54867,"1",25.0799999237061,4,15,11,7,14985,46.2799987792969,9,0,0,3,"1",-2144366395
"6300",91770,83834,"2016-03-12","debtconsolidation","0",19883,"48 months",13.6400003433228,540,"B1","Current","LA","6-9 years","mortgage",61128,"1",21.6700000762939,6,12,7,5,12827,48.5099983215332,0,0,0,1,"0",1072797654
"6301",92075,79015,"2014-05-24","debtconsolidation","0",11327,"48 months",9.10000038146973,282,"B2","Current","NM","< 1 year","own",48319,"0",21.8199996948242,8,14,10,7,15574,61.3499984741211,0,1,1,1,"0",-969594096
"6302",92715,25151,"2015-03-24","debtconsolidation","0",14441,"60 months",8.44999980926514,296,"B1","Current","IL","10+ years","own",59099,"1",13.9899997711182,3,19,16,9,15000,77.9800033569336,0,0,0,1,"0",-1818839053
"6303",99347,66389,"2014-09-06","debtconsolidation","0",21364,"48 months",17.2199993133545,619,"E3","Current","NY","6-9 years","mortgage",59236,"0",28.3600006103516,1,13,7,4,15846,68.9700012207031,6,0,0,1,"0",124033891
"6304",101020,47973,"2015-06-06","debtconsolidation","0",26054,"36 months",8.60999965667725,824,"C1","Current","SD","1 year","rent",62780,"1",21.3400001525879,30,14,13,8,18521,95.5999984741211,0,0,0,0,"0",564629637
"6305",101903,24703,"2014-08-03","other","0",26495,"36 months",19.7000007629395,981,"B1","Default","WV","1 year","rent",52917,"1",27.6399993896484,6,22,18,14,13727,59.1599998474121,0,0,0,2,"1",1437523032
"6306",104203,78126,"2014-06-13","debtconsolidation","0",25407,"48 months",13.3299999237061,686,"B2","Current","CA","6-9 years","own",56596,"1",6.6399998664856,22,17,14,10,13029,90.129997253418,0,0,0,0,"0",1971335939
"6307",105373,82944,"2015-09-28","other","0",19067,"36 months",9.07999992370605,607,"B1","Current","FL","10+ years","own",51278,"1",18.4599990844727,3,12,7,4,15488,66.1399993896484,0,0,0,0,"0",118771083
"6308",106987,99605,"2015-11-26","debtconsolidation","0",25073,"48 months",11.5299997329712,654,"C2","Default","MI","6-9 years","own",51234,"1",19.1000003814697,5,10,7,5,14539,66.6100006103516,0,1,1,3,"1",-92704714
"6309",108465,82170,"2016-05-26","debtconsolidation","0",22512,"36 months",11.8199996948242,746,"A3","Current","NV","6-9 years","rent",54642,"0",24.4400005340576,14,4,2,2,12791,74.9599990844727,1,0,0,0,"0",1896656084
"6310",20107,55895,"2015-03-21","debtconsolidation","0",20540,"60 months",8.90999984741211,425,"C3","Current","NY","< 1 year","mortgage",50807,"1",19.7299995422363,17,13,12,7,16513,46.939998626709,0,0,0,1,"0",-1723787067
